id,x_px,y_px,timestamp_s,speed_mph,direction_deg
3,132.1,118.0,0.133,29.2,161.3
3,113.5,124.4,0.267,30.8,161.0
3,90.0,132.4,0.4,33.8,161.2
3,62.1,141.9,0.534,33.9,161.2
3,34.3,153.0,0.667,31.5,158.1
11,307.2,115.2,2.135,35.3,317.5
11,326.5,96.6,2.668,37.3,318.6
11,336.5,87.6,3.068,38.6,317.0
11,339.3,85.3,3.202,36.5,321.0
11,347.9,77.1,3.735,32.5,311.4
11,349.9,75.7,3.869,33.5,325.6
11,355.5,71.8,4.269,37.5,322.7
11,356.7,70.7,4.402,30.2,318.0
13,330.8,52.9,2.535,31.6,159.8
13,327.4,54.0,2.802,37.8,161.1
13,325.6,54.5,2.935,30.8,163.1
13,324.0,55.1,3.068,29.8,160.4
13,322.1,55.9,3.202,38.2,156.8
13,318.2,57.1,3.469,33.0,160.2
13,316.3,57.9,3.602,34.2,155.8
13,314.2,58.7,3.735,31.1,160.7
13,310.0,60.2,4.002,32.6,155.4
13,307.8,61.2,4.136,32.8,156.7
13,214.0,91.5,10.006,33.7,160.0
13,148.1,112.6,12.007,34.2,152.9
20,206.2,237.7,5.47,33.6,324.6
20,329.0,98.3,7.071,31.8,313.2
20,332.5,95.1,7.204,37.9,317.1
20,337.9,90.7,7.471,31.2,324.4
20,344.7,82.5,7.871,34.2,297.1
20,347.0,80.8,8.004,34.3,321.2
20,353.6,74.0,8.538,34.5,317.8
20,355.0,72.9,8.671,28.9,322.1
20,356.6,71.7,8.805,34.6,322.8
20,357.7,70.4,8.938,34.9,309.1
20,360.1,68.3,9.205,38.6,323.9
20,361.1,67.3,9.339,30.2,317.6
20,361.7,66.3,9.472,31.4,303.3
20,369.8,59.8,10.673,34.2,310.7
20,370.4,59.0,10.806,38.3,307.9
20,372.0,57.9,11.073,33.9,331.0
20,374.6,54.9,11.74,35.6,258.0
20,376.6,53.1,12.273,37.6,308.5
20,378.5,51.9,12.674,30.8,333.8
20,378.9,51.2,12.941,37.2,319.4
20,380.9,50.2,13.341,30.3,305.3
20,382.2,49.2,13.741,32.0,328.3
20,385.2,47.7,14.541,32.3,342.5
20,388.8,45.0,15.875,30.9,323.5
