id,x_px,y_px,timestamp_s,speed_mph,direction_deg
1,306.5,126.7,0.134,46.7,19.7
1,324.1,133.4,0.269,50.5,20.9
1,346.2,141.7,0.403,54.5,20.6
1,370.9,151.2,0.537,53.5,21.0
1,398.6,162.2,0.672,52.9,21.7
1,430.2,174.9,0.806,50.9,21.7
5,197.5,94.1,0.269,50.2,21.9
5,225.6,105.6,0.672,53.1,21.5
5,236.6,110.1,0.806,53.7,22.5
5,248.7,115.2,0.94,53.7,22.7
5,262.5,120.8,1.075,53.2,22.3
5,277.2,126.8,1.209,50.4,22.1
5,294.4,133.8,1.343,51.9,22.1
5,313.6,141.7,1.478,51.0,22.3
5,334.9,150.8,1.612,51.2,23.3
5,359.4,161.3,1.747,50.4,23.2
7,243.7,69.8,0.134,48.9,193.5
7,238.5,68.6,0.269,54.0,193.4
7,228.4,66.2,0.537,44.9,190.7
7,214.0,63.1,0.94,47.5,190.7
8,84.8,56.0,0.269,54.8,31.6
8,85.9,56.7,0.403,46.0,28.8
8,88.2,57.9,0.672,50.6,31.2
8,90.6,59.8,0.94,53.9,35.0
8,95.1,61.9,1.343,54.5,30.9
8,96.5,62.9,1.478,53.2,35.3
8,98.1,63.9,1.612,49.3,32.6
8,99.9,65.0,1.747,49.9,30.5
8,101.7,66.1,1.881,49.9,31.1
8,107.5,69.0,2.284,45.7,28.9
8,117.8,75.4,2.821,51.0,31.9
8,124.5,78.6,3.09,47.0,26.5
8,128.1,80.6,3.224,50.5,28.4
8,131.8,82.6,3.359,48.7,28.7
8,136.2,85.0,3.493,52.4,28.4
8,140.9,87.4,3.627,49.9,27.2
8,159.2,97.3,4.03,50.0,27.4
8,166.1,101.0,4.165,52.9,28.4
8,173.8,104.8,4.299,49.4,26.1
8,182.1,109.3,4.433,52.5,28.4
8,191.2,114.3,4.568,52.1,28.5
8,201.4,119.5,4.702,49.6,27.4
8,212.9,125.8,4.836,52.4,28.6
8,225.7,132.7,4.971,51.0,28.3
8,240.6,140.7,5.105,51.4,28.2
8,257.4,149.6,5.24,50.0,28.1
10,103.0,54.4,0.806,52.5,21.8
10,108.6,56.0,1.209,52.5,19.0
10,110.6,56.6,1.343,45.3,17.6
10,119.0,59.9,1.881,45.7,17.3
10,129.1,63.0,2.418,47.8,18.3
10,135.0,65.2,2.687,45.8,17.2
10,141.7,67.2,2.956,47.9,17.5
10,149.2,70.2,3.224,52.0,19.3
10,157.1,72.8,3.493,51.4,19.9
10,161.4,74.3,3.627,50.7,19.4
10,172.3,77.9,3.896,52.2,17.6
10,177.8,79.9,4.03,53.0,19.3
10,183.5,81.7,4.165,48.1,18.1
10,189.7,83.8,4.299,49.8,18.5
10,250.2,105.9,6.046,49.7,20.6
10,262.0,110.2,6.18,51.7,20.3
11,114.5,57.8,2.418,48.9,20.2
11,121.4,60.7,2.821,48.6,19.7
11,126.5,62.2,3.09,44.7,17.3
11,132.2,64.0,3.359,50.9,18.2
11,135.2,65.0,3.493,50.7,19.2
11,145.8,68.9,3.896,52.2,20.0
11,154.1,71.7,4.165,47.8,16.9
11,158.5,73.1,4.299,50.6,18.3
11,162.9,74.7,4.433,52.0,19.8
11,167.6,76.4,4.568,52.2,19.9
11,190.3,84.2,5.105,54.4,19.6
11,204.3,89.4,5.374,52.5,19.5
12,100.8,62.2,0.269,48.5,31.9
12,109.7,64.9,0.672,49.9,24.8
12,111.6,66.1,0.806,53.2,31.2
12,115.8,68.7,1.075,46.0,42.2
12,127.1,72.2,1.478,45.7,20.3
12,130.4,73.8,1.612,51.6,25.2
12,133.9,75.3,1.747,46.2,22.9
12,137.9,76.8,1.881,46.7,21.6
12,141.9,78.6,2.015,49.4,23.7
12,146.2,80.6,2.15,50.5,24.5
12,150.5,82.5,2.284,47.3,24.3
12,165.0,89.5,2.687,46.0,23.3
12,168.1,92.3,2.821,50.5,42.3
12,176.4,95.1,2.956,47.5,18.3
12,184.6,98.4,3.09,50.9,21.9
12,192.1,101.8,3.224,48.5,24.6
12,200.3,105.7,3.359,50.4,25.7
15,105.5,55.5,5.105,48.8,18.1
15,109.1,57.0,5.374,47.5,17.8
15,111.1,57.8,5.508,52.3,20.5
15,113.0,58.6,5.643,54.2,23.4
15,115.2,59.3,5.777,47.0,18.5
15,117.5,60.0,5.911,47.0,18.0
15,119.9,60.9,6.046,50.4,19.5
15,126.8,63.9,6.449,47.0,21.9
15,129.4,65.0,6.583,50.5,22.2
15,132.4,66.1,6.717,51.7,20.0
15,135.1,67.1,6.852,44.9,20.4
15,141.7,69.6,7.12,46.0,18.6
15,144.8,71.1,7.255,54.8,24.7
15,148.4,72.6,7.389,53.5,23.2
15,152.1,74.0,7.523,46.3,20.2
15,156.2,75.6,7.658,52.1,22.1
15,160.5,77.4,7.792,50.8,21.9
15,177.0,84.4,8.195,54.0,22.6
15,189.4,89.8,8.464,52.8,22.0
15,203.6,95.7,8.733,48.7,21.7
15,211.6,99.1,8.867,51.6,23.0
15,220.4,102.8,9.001,52.2,22.9
15,230.0,106.6,9.136,48.8,21.6
15,240.8,111.4,9.27,54.0,23.6
15,252.7,116.5,9.404,53.1,23.6
15,304.1,133.6,10.345,47.3,21.1
15,323.2,140.3,10.479,45.3,19.3
17,193.1,57.8,5.374,51.2,195.4
17,163.4,52.7,6.717,45.0,189.8
17,148.0,49.6,7.658,50.4,192.1
18,116.1,67.8,5.24,48.8,21.9
18,119.0,68.9,5.374,45.4,21.4
18,127.9,73.0,5.777,45.7,24.9
18,138.8,77.5,6.18,54.1,26.2
18,147.2,80.7,6.449,45.2,21.5
18,152.0,82.7,6.583,48.4,22.5
18,157.5,84.6,6.717,44.6,19.6
18,162.9,87.2,6.852,53.8,25.3
18,168.9,89.5,6.986,46.2,21.2
18,175.4,92.3,7.12,51.5,23.6
18,182.5,95.2,7.255,47.7,21.8
18,190.1,98.2,7.389,47.8,21.8
18,207.9,104.9,7.658,48.6,21.4
18,218.1,109.0,7.792,48.7,21.5
18,262.3,127.0,8.195,54.0,22.6
18,278.7,133.9,8.329,50.5,22.5
18,296.9,141.5,8.464,49.5,22.8
18,317.3,149.7,8.598,47.0,21.9
18,340.4,159.1,8.733,46.9,22.1
19,114.6,61.8,5.374,49.1,18.8
19,117.2,62.8,5.508,54.1,21.9
19,119.6,63.7,5.643,46.8,20.5
19,128.7,66.9,6.046,53.8,21.5
19,138.8,70.8,6.449,50.7,20.3
19,146.5,74.0,6.717,48.5,21.5
19,150.8,75.6,6.852,51.3,20.8
19,155.4,77.5,6.986,54.6,22.0
19,165.6,81.6,7.255,53.8,22.1
19,171.4,83.8,7.389,51.8,20.7
19,184.0,89.0,7.658,54.5,22.3
19,191.4,92.0,7.792,54.3,21.5
19,232.4,108.1,8.329,52.5,21.8
19,244.1,112.8,8.464,52.5,21.8
19,257.2,118.1,8.598,52.8,22.0
21,66.6,50.7,9.136,46.3,27.0
21,69.5,52.3,9.539,48.4,26.2
21,72.6,53.8,9.942,50.0,33.2
21,78.3,56.8,10.613,54.1,36.0
21,81.2,57.8,10.882,48.7,24.8
21,86.9,60.8,11.419,49.4,26.8
21,88.5,61.7,11.554,51.0,29.0
21,95.7,64.9,12.091,49.6,26.8
21,104.1,69.6,12.629,49.8,31.9
21,106.4,70.8,12.763,46.6,28.4
21,112.1,73.5,13.032,52.9,29.7
21,117.8,76.6,13.3,51.2,30.6
21,124.2,79.7,13.569,44.6,27.2
21,127.9,81.7,13.703,48.0,27.7
21,131.5,83.6,13.838,45.4,28.5
21,135.6,86.0,13.972,50.9,30.4
21,140.5,88.4,14.106,48.1,26.2
21,144.7,90.9,14.241,45.2,29.7
21,150.7,94.0,14.375,53.6,27.7
21,156.9,97.2,14.509,49.8,27.1
21,163.4,100.7,14.644,50.2,28.4
