id,x_px,y_px,timestamp_s,speed_mph,direction_deg
8,406.4,90.5,2.008,51.3,314.4
8,416.3,82.6,2.276,53.1,322.3
8,433.4,70.2,2.946,46.8,323.9
18,405.9,75.6,7.9,47.3,328.4
18,413.1,70.1,8.168,52.4,320.7
18,420.2,65.8,8.436,45.9,332.0
18,425.5,62.0,8.703,42.5,329.4
18,428.2,60.3,8.837,49.9,328.3
18,432.9,57.4,9.105,41.0,333.3
18,436.7,54.4,9.373,49.0,328.1
18,438.2,53.3,9.507,44.1,324.4
18,439.7,52.3,9.641,45.2,324.4
18,441.2,51.3,9.775,44.8,325.3
18,445.4,48.4,10.176,54.0,325.9
18,446.8,47.5,10.31,50.6,325.2
18,447.9,46.6,10.444,46.5,322.7
18,448.9,45.9,10.578,43.1,323.2
18,454.2,42.0,11.248,52.4,324.1
24,392.3,41.6,9.909,46.4,166.2
24,389.6,42.1,10.042,42.2,168.5
24,383.6,43.8,10.31,47.1,164.2
24,377.3,44.9,10.578,44.6,168.9
24,373.8,45.8,10.712,51.5,166.1
24,370.2,46.7,10.846,50.8,166.2
24,366.5,47.4,10.98,41.5,168.7
24,362.5,48.1,11.114,40.5,169.8
24,358.5,49.1,11.248,49.1,166.6
24,354.5,50.2,11.381,53.4,164.1
24,337.5,54.0,11.783,51.1,167.5
24,324.9,57.0,12.051,53.1,167.1
24,317.8,58.6,12.185,53.5,167.7
24,153.4,92.7,15.398,42.1,166.6
26,413.6,81.8,10.444,50.5,321.3
26,429.1,70.2,10.98,40.6,330.7
26,434.6,65.7,11.248,50.2,324.8
26,437.1,63.8,11.381,51.6,322.6
26,439.5,62.1,11.515,50.2,323.8
26,441.4,60.4,11.649,49.7,318.8
26,443.2,58.8,11.783,50.5,319.3
26,449.8,53.9,12.319,45.6,326.3
26,451.6,53.0,12.453,40.2,332.6
26,453.8,51.1,12.72,45.7,319.5
26,455.0,50.2,12.854,43.2,322.8
26,456.2,49.1,12.988,54.0,317.3
26,457.9,48.1,13.122,54.3,328.5
29,381.2,43.0,11.515,53.1,165.4
29,374.6,43.8,11.783,42.9,169.3
29,367.1,44.9,12.051,46.6,169.1
29,360.5,46.6,12.319,45.8,167.1
29,309.3,56.5,14.193,49.3,166.4
29,302.8,58.0,14.327,50.1,167.1
29,295.9,59.6,14.461,51.8,166.8
30,328.3,136.2,15.934,45.3,318.9
30,350.7,118.5,16.202,50.3,321.8
30,374.4,99.4,16.603,49.8,322.2
30,380.6,94.8,16.737,50.3,322.9
30,385.8,90.6,16.871,50.1,321.3
30,390.8,87.1,17.005,45.9,324.7
30,395.5,83.4,17.139,52.2,322.4
30,403.3,77.1,17.407,48.1,323.2
30,410.7,71.7,17.675,49.1,320.8
30,413.4,69.7,17.809,43.3,323.7
30,421.4,64.6,18.21,48.1,327.3
30,425.9,61.7,18.478,44.8,325.7
30,428.0,60.4,18.612,40.2,328.7
30,430.1,58.8,18.746,48.2,323.1
30,432.4,57.5,18.88,47.2,329.4
30,437.6,54.2,19.281,47.3,318.2
30,442.8,50.7,19.817,46.8,322.4
30,446.7,47.7,20.219,44.9,327.4
30,450.4,45.8,20.754,42.8,313.3
30,459.6,39.2,22.227,47.7,315.0
36,397.4,41.1,14.327,40.4,167.9
36,395.2,41.7,14.461,48.8,163.4
36,391.1,42.3,14.595,46.9,171.8
36,382.0,45.2,15.131,49.5,161.9
36,379.5,45.9,15.264,43.1,163.7
36,376.7,46.8,15.398,50.6,162.3
36,372.9,47.7,15.532,50.8,166.3
36,370.6,48.5,15.666,41.4,160.2
36,364.5,50.2,15.934,40.1,160.8
36,359.2,51.2,16.068,50.2,169.0
36,345.4,54.5,16.47,54.3,168.3
36,334.9,57.6,16.737,50.3,165.4
36,326.7,61.1,17.005,50.0,155.4
36,317.3,62.8,17.139,53.4,169.6
36,309.3,64.5,17.273,47.5,168.2
36,283.8,72.5,17.675,50.0,163.8
36,274.1,75.0,17.809,50.0,165.2
36,98.6,136.5,19.148,53.2,156.3
44,326.5,124.0,17.942,51.9,325.8
44,337.9,116.4,18.076,51.6,326.4
44,357.1,103.1,18.344,51.8,327.2
44,364.3,98.3,18.478,47.6,326.5
44,371.3,93.5,18.612,52.8,325.8
44,377.3,89.3,18.746,51.3,325.1
44,382.6,85.7,18.88,48.8,325.3
44,388.0,82.3,19.014,50.4,328.1
44,392.3,79.2,19.148,50.4,323.5
44,396.0,76.7,19.281,42.9,326.4
44,399.5,74.3,19.415,46.1,325.1
44,402.8,71.8,19.549,48.9,323.5
44,406.8,69.8,19.683,43.6,333.6
44,410.4,67.9,19.817,44.5,331.7
44,413.0,66.3,19.951,40.2,327.9
44,416.0,64.4,20.085,48.3,328.9
44,420.8,61.4,20.353,53.5,320.2
44,425.4,58.8,20.62,46.0,323.1
44,427.0,57.5,20.754,44.9,321.5
44,430.9,55.2,21.022,44.4,324.2
44,437.0,51.6,21.558,42.6,335.5
44,438.9,50.5,21.692,49.5,329.2
44,443.2,47.8,22.227,42.2,325.6
44,448.6,44.9,22.897,44.2,318.3
44,452.2,42.7,23.432,52.9,330.2
48,428.9,71.2,19.281,42.6,310.7
48,440.3,62.7,19.817,52.1,321.8
48,442.0,61.0,19.951,49.0,317.0
48,445.3,58.2,20.219,51.9,315.3
48,447.2,57.0,20.353,44.6,326.3
48,448.5,55.8,20.487,44.2,316.3
48,449.2,54.6,20.62,44.8,300.8
48,451.1,53.5,20.754,42.4,332.2
48,453.9,51.1,21.022,51.8,317.7
48,457.6,48.8,21.424,46.0,329.5
48,458.8,47.9,21.558,46.6,322.8
48,459.7,47.1,21.692,43.4,320.1
50,410.3,88.2,19.549,50.2,320.2
50,425.7,74.7,20.085,49.1,321.9
50,434.2,68.0,20.487,53.9,318.3
50,436.5,65.8,20.62,53.6,317.2
50,438.8,63.8,20.754,51.9,318.6
50,440.9,62.3,20.888,44.7,323.4
50,443.0,60.7,21.022,46.7,323.9
50,446.3,58.4,21.29,40.9,324.0
50,447.6,57.1,21.424,43.0,315.1
50,449.2,55.9,21.558,45.5,322.1
50,450.7,54.7,21.692,45.9,322.5
50,453.1,52.6,21.959,44.3,312.9
50,454.6,51.4,22.093,54.6,321.8
50,455.9,50.4,22.227,49.3,318.9
50,457.0,49.5,22.361,41.5,324.5
50,459.0,47.9,22.629,49.5,313.9
50,460.7,46.4,22.897,40.1,316.7
50,462.2,45.3,23.165,41.3,321.4
50,463.1,44.5,23.298,48.5,319.5
50,463.9,43.9,23.432,42.1,322.0
50,465.7,42.2,23.834,45.8,314.2
54,422.2,36.9,21.692,51.6,158.4
54,418.7,38.1,21.959,52.7,162.5
54,414.9,39.4,22.227,40.3,167.0
54,413.2,40.0,22.361,44.2,163.3
54,399.7,44.0,23.165,50.9,162.9
54,397.0,44.8,23.298,49.7,163.8
54,393.7,45.6,23.432,53.7,165.2
54,391.0,46.4,23.566,42.7,164.9
54,388.1,47.2,23.7,47.7,163.7
54,384.9,48.0,23.834,44.6,165.4
54,381.6,49.0,23.968,47.9,164.3
54,373.9,51.2,24.236,52.7,164.1
54,365.2,53.7,24.504,52.2,164.3
54,360.5,55.0,24.637,52.3,164.1
57,385.7,119.8,23.7,41.0,311.9
57,392.0,112.4,23.834,54.0,310.2
57,397.9,106.3,23.968,51.6,313.6
57,402.6,101.0,24.102,49.7,311.9
57,407.1,96.1,24.236,51.2,312.6
57,410.1,92.5,24.37,40.6,309.9
57,413.9,88.8,24.504,47.1,315.7
57,416.9,85.5,24.637,44.4,312.8
57,419.7,82.5,24.771,44.4,313.0
57,422.7,79.2,24.905,54.0,311.2
57,426.8,74.6,25.173,44.4,309.9
57,429.3,72.3,25.307,46.1,316.5
58,376.4,72.7,23.7,53.3,333.5
58,392.4,65.4,24.102,48.9,339.4
58,404.2,59.8,24.504,41.3,339.4
58,407.7,58.4,24.637,44.4,339.0
58,410.8,57.1,24.771,47.3,336.6
58,419.3,52.9,25.173,52.8,334.9
58,421.7,51.8,25.307,48.5,334.7
58,423.9,50.9,25.441,42.6,337.1
58,426.1,49.9,25.575,47.0,336.6
58,428.1,48.9,25.709,50.5,332.1
58,429.8,47.9,25.843,49.4,330.5
58,433.0,46.6,26.11,40.7,337.4
58,434.6,45.8,26.244,42.4,335.7
58,439.4,43.6,26.646,48.0,334.2
58,440.6,42.9,26.78,47.3,330.6
58,442.0,42.1,26.914,51.6,332.6
58,444.3,41.1,27.182,50.5,325.4
59,322.3,122.6,33.341,46.9,326.4
59,363.7,108.7,36.421,48.5,323.7
59,371.2,102.8,36.554,52.7,322.2
59,406.0,76.4,37.358,53.9,324.2
59,409.5,73.5,37.492,53.9,320.8
59,412.7,71.1,37.626,50.2,323.5
59,426.3,61.6,38.161,40.4,327.0
59,429.0,59.8,38.295,53.8,327.1
59,431.0,58.6,38.429,40.5,327.8
59,432.8,57.2,38.563,47.5,322.9
59,434.9,56.0,38.697,43.8,329.8
59,436.6,54.7,38.831,49.4,322.7
59,438.1,53.6,38.965,45.4,323.1
59,440.3,52.5,39.099,47.3,333.3
59,442.1,51.4,39.232,45.2,330.5
59,444.6,49.8,39.5,43.5,329.4
59,445.6,48.9,39.634,45.7,318.1
59,446.3,47.8,39.768,52.7,305.6
59,447.6,47.0,39.902,45.0,326.1
59,453.7,43.6,40.705,45.5,332.2
61,404.2,133.4,24.771,46.5,307.6
61,417.6,113.7,25.039,53.7,303.5
61,422.2,107.2,25.173,53.4,305.6
61,430.5,96.0,25.441,53.2,305.4
61,433.7,92.0,25.575,47.9,308.1
61,437.2,88.3,25.709,47.7,313.4
61,439.5,84.7,25.843,50.5,302.8
61,441.2,81.4,25.976,50.0,297.9
61,444.2,78.4,26.11,49.4,315.0
61,448.8,72.6,26.378,54.2,299.9
61,451.4,68.9,26.646,40.2,305.6
61,452.7,67.1,26.78,44.4,303.1
61,455.9,63.9,27.048,46.2,315.9
61,456.9,62.3,27.182,44.4,301.3
61,458.2,60.8,27.315,44.5,312.0
61,459.2,59.5,27.449,40.8,308.1
61,461.7,56.1,27.851,40.2,308.6
61,462.3,55.0,27.985,44.1,299.3
61,464.4,52.9,28.253,48.3,301.6
61,465.3,51.8,28.387,44.9,313.0
61,468.4,48.2,29.056,43.6,299.6
61,469.2,46.8,29.324,44.3,291.5
61,469.8,46.0,29.458,49.0,305.2
61,471.2,44.3,29.859,41.0,309.6
61,471.8,43.3,30.127,48.2,295.3
61,472.5,42.2,30.395,50.2,297.8
61,473.2,41.1,30.663,44.4,303.6
61,473.7,39.9,30.931,43.3,272.4
61,475.9,36.3,32.136,51.1,296.2
62,372.8,78.5,25.976,54.5,331.7
62,396.5,65.4,26.646,49.2,332.8
62,400.4,63.5,26.78,52.3,333.5
62,403.7,62.0,26.914,42.8,336.2
62,407.0,60.5,27.048,46.1,334.7
62,410.2,59.2,27.182,41.6,338.5
62,418.4,54.5,27.583,50.6,328.2
62,424.6,51.8,27.985,40.2,334.9
62,426.7,50.7,28.119,51.2,331.3
62,428.4,49.7,28.253,46.6,330.7
62,430.5,48.7,28.387,47.0,336.3
62,435.2,46.5,28.788,40.8,334.1
62,436.4,45.7,28.922,44.9,327.1
68,374.9,89.9,25.976,46.4,327.8
68,387.5,82.3,26.244,51.8,331.0
68,397.4,76.2,26.512,47.8,328.0
68,401.0,73.5,26.646,52.0,322.4
68,404.7,71.4,26.78,43.4,330.5
68,408.3,69.3,26.914,45.4,330.6
68,411.7,67.4,27.048,46.3,329.9
68,414.9,65.6,27.182,45.8,330.2
68,421.1,61.8,27.449,52.5,328.7
68,426.9,58.3,27.851,45.2,328.0
68,428.7,57.0,27.985,43.2,325.2
74,393.3,44.8,28.52,54.0,161.5
74,387.6,46.1,28.788,44.6,165.7
74,384.3,47.0,28.922,50.2,164.7
74,381.2,47.9,29.056,48.9,164.1
74,377.6,48.8,29.19,46.0,166.2
74,373.9,49.7,29.324,46.9,165.7
74,369.7,50.8,29.458,51.2,165.6
74,365.6,51.8,29.592,46.4,166.3
74,361.3,52.9,29.726,46.6,165.8
74,281.8,74.6,32.671,52.2,162.7
74,241.0,80.9,33.743,44.0,166.9
78,405.6,41.8,30.261,54.1,160.6
78,403.2,42.3,30.395,40.6,167.0
78,400.6,42.9,30.529,43.9,166.9
78,395.3,44.0,30.797,44.8,166.1
78,386.5,46.4,31.198,54.6,164.9
78,379.5,47.9,31.466,46.3,165.6
78,375.7,48.9,31.6,52.9,164.7
78,371.6,50.0,31.734,52.4,165.6
78,367.1,51.0,31.868,47.9,167.6
78,362.4,51.9,32.002,45.3,168.2
78,358.1,52.9,32.136,43.0,167.1
78,320.1,64.9,33.743,47.3,164.2
78,303.4,69.5,34.01,53.4,166.0
79,419.4,63.7,31.198,51.2,330.8
79,425.8,60.0,31.466,51.9,331.0
79,428.3,58.7,31.6,43.4,332.4
79,432.7,55.7,31.868,48.8,325.7
79,434.7,54.5,32.002,49.2,328.2
79,442.7,49.5,32.537,42.3,329.1
79,444.5,48.6,32.671,45.5,333.6
79,446.2,47.7,32.805,48.7,331.4
79,449.5,45.9,33.207,44.3,328.0
79,451.9,44.3,33.475,40.6,332.2
79,452.9,43.6,33.609,51.5,322.5
79,453.8,42.9,33.743,44.4,323.2
79,454.6,42.3,33.876,43.0,324.9
79,455.4,41.6,34.01,51.2,319.8
79,458.5,40.1,34.412,41.1,332.8
80,425.5,50.2,30.395,52.3,336.7
80,427.4,49.3,30.529,45.6,333.7
80,431.2,47.2,30.797,51.8,332.7
80,434.8,45.2,31.065,54.6,333.2
80,437.8,44.0,31.332,45.5,337.2
80,439.3,43.3,31.466,48.8,333.9
80,443.3,41.3,31.868,52.7,329.1
81,393.2,44.9,30.127,49.8,164.3
81,390.2,45.8,30.261,54.5,163.2
81,386.9,46.5,30.395,42.6,167.8
81,383.5,47.3,30.529,44.8,167.2
81,380.0,48.0,30.663,41.0,168.0
81,376.2,48.9,30.797,45.9,167.1
81,372.6,49.9,30.931,50.8,163.8
81,368.6,50.9,31.065,46.1,166.5
81,364.2,52.1,31.198,53.8,164.7
81,280.9,75.8,34.278,45.8,164.2
84,400.2,93.6,33.743,48.9,322.4
84,427.1,71.9,34.546,47.2,324.6
84,437.9,63.3,35.082,51.3,321.4
84,439.5,61.7,35.215,45.7,314.8
84,446.9,56.5,35.617,43.0,330.8
84,448.8,55.1,35.751,52.4,324.5
84,452.0,53.1,36.019,44.4,319.8
84,453.1,52.0,36.153,47.9,316.1
84,454.1,51.1,36.287,41.2,315.0
84,455.0,50.0,36.421,49.6,312.6
84,455.9,49.0,36.554,51.6,310.6
